# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      41     0.01361     0.02358     0.00000    0.812936393   -0.019304397   -0.832240790
     1      41     0.02042     0.03537     0.00000    0.809222175   -0.028982772   -0.838204947
     1      41     0.02723     0.04716     0.00000    0.795965491   -0.046094001   -0.842059492
     1      41     0.03403     0.05895     0.00000    0.771815366   -0.073527688   -0.845343054
     1      41     0.04084     0.07074     0.00000    0.737305244   -0.112699530   -0.850004774
     1      41     0.04765     0.08252     0.00000    0.693362494   -0.162860520   -0.856223014
     1      41     0.05445     0.09431     0.00000    0.640720144   -0.222372850   -0.863092994
     1      41     0.06126     0.10610     0.00000    0.579892280   -0.289201801   -0.869094081
     1      41     0.06807     0.11789     0.00000    0.511285537   -0.361247283   -0.872532820
     1      41     0.07487     0.12968     0.00000    0.435303594   -0.437984571   -0.873288165
     1      41     0.08168     0.14147     0.00000    0.352424189   -0.520887112   -0.873311301
     1      41     0.08848     0.15326     0.00000    0.263286451   -0.609947180   -0.873233631
     1      41     0.09529     0.16505     0.00000    0.270788642   -0.526988001   -0.797776642
     1      41     0.10210     0.17684     0.00000    0.277020049   -0.461437969   -0.738458018
     1      41     0.10890     0.18863     0.00000    0.309413592   -0.440592144   -0.750005736
     1      41     0.11571     0.20042     0.00000    0.338676943   -0.429691267   -0.768368210
     1      41     0.12252     0.21221     0.00000    0.363156048   -0.428270093   -0.791426141
     1      41     0.12932     0.22399     0.00000    0.381004506   -0.436597660   -0.817602166
     1      41     0.13613     0.23578     0.00000    0.390305620   -0.454870750   -0.845176370
     1      41     0.14294     0.24757     0.00000    0.389303485   -0.481445732   -0.870749217
     1      41     0.14974     0.25936     0.00000    0.376704122   -0.512070708   -0.888774830
     1      41     0.15655     0.27115     0.00000    0.351934499   -0.544075038   -0.896009538
     1      41     0.16336     0.28294     0.00000    0.315230282   -0.582291879   -0.897522160
     1      41     0.17016     0.29473     0.00000    0.267502105   -0.630067661   -0.897569766
     1      41     0.17697     0.30652     0.00000    0.210060309   -0.686821830   -0.896882140
     1      41     0.18378     0.31831     0.00000    0.144337656   -0.752892681   -0.897230337
     1      41     0.19058     0.33010     0.00000    0.071693434   -0.829535632   -0.901229066
     1      41     0.19739     0.34189     0.00000   -0.006680580   -0.915317939   -0.908637360
     1      41     0.20420     0.35368     0.00000   -0.089780564   -1.007671439   -0.917890876
     1      41     0.21100     0.36547     0.00000   -0.176767057   -1.104613348   -0.927846291
     1      41     0.21781     0.37725     0.00000   -0.266923904   -1.204672333   -0.937748429
     1      41     0.22461     0.38904     0.00000   -0.359609766   -1.306222398   -0.946612632
     1      41     0.23142     0.40083     0.00000   -0.454208311   -1.407065111   -0.952856800
     1      41     0.23823     0.41262     0.00000   -0.550074508   -1.505395150   -0.955320642
     1      41     0.24503     0.42441     0.00000   -0.646457570   -1.602005676   -0.955548106
     1      41     0.25184     0.43620     0.00000   -0.742353938   -1.697905886   -0.955551948
     1      41     0.25865     0.44799     0.00000   -0.835905090   -1.791618041   -0.955712951
     1      41     0.26545     0.45978     0.00000   -0.921614531   -1.883182462   -0.961567930
     1      41     0.27226     0.47157     0.00000   -1.017774211   -1.990751106   -0.972976895
     1      41     0.27907     0.48336     0.00000   -1.019258439   -2.033249339   -1.013990900
     1      41     0.28587     0.49515     0.00000   -1.002581420   -2.036475748   -1.033894328
     1      41     0.29268     0.50694     0.00000   -0.986002535   -2.041271188   -1.055268653
     1      41     0.29949     0.51873     0.00000   -0.970410828   -2.046949985   -1.076539157
     1      41     0.30629     0.53051     0.00000   -0.956573888   -2.052402711   -1.095828823
